InternetGatewayDevice.DeviceSummary
InternetGatewayDevice.ManagementServer.STUNServerPort
InternetGatewayDevice.ManagementServer.STUNUsername
InternetGatewayDevice.ManagementServer.STUNPassword
InternetGatewayDevice.ManagementServer.STUNMaximumKeepAlivePeriod
InternetGatewayDevice.ManagementServer.STUNMinimumKeepAlivePeriod
InternetGatewayDevice.ManagementServer.NATDetected
InternetGatewayDevice.ManagementServer.AliasBasedAddressing
InternetGatewayDevice.ManagementServer.InstanceMode
InternetGatewayDevice.ManagementServer.AutoCreateInstances
InternetGatewayDevice.ManagementServer.CWMPRetryMinimumWaitInterval
InternetGatewayDevice.ManagementServer.CWMPRetryIntervalMultiplier
InternetGatewayDevice.ManagementServer.ManageableDeviceNumberOfEntries
InternetGatewayDevice.ManagementServer.ManageableDeviceNotificationLimit
InternetGatewayDevice.ManagementServer.EmbeddedDeviceNumberOfEntries
InternetGatewayDevice.ManagementServer.VirtualDeviceNumberOfEntries
InternetGatewayDevice.ManagementServer.SupportedConnReqMethods
InternetGatewayDevice.ManagementServer.ConnReqXMPPConnection
InternetGatewayDevice.ManagementServer.ConnReqAllowedJabberIDs
InternetGatewayDevice.ManagementServer.ConnReqJabberID
InternetGatewayDevice.ManagementServer.HTTPCompressionSupported
InternetGatewayDevice.ManagementServer.HTTPCompression
InternetGatewayDevice.ManagementServer.LightweightNotificationProtocolsSupported
InternetGatewayDevice.ManagementServer.LightweightNotificationProtocolsUsed
InternetGatewayDevice.ManagementServer.UDPLightweightNotificationHost
InternetGatewayDevice.ManagementServer.UDPLightweightNotificationPort
InternetGatewayDevice.ManagementServer.InformParameterNumberOfEntries
InternetGatewayDevice.ManagementServer.ManageableDevice.{i}.ManufacturerOUI
InternetGatewayDevice.ManagementServer.ManageableDevice.{i}.SerialNumber
InternetGatewayDevice.ManagementServer.ManageableDevice.{i}.ProductClass
InternetGatewayDevice.ManagementServer.ManageableDevice.{i}.Host
InternetGatewayDevice.ManagementServer.AutonomousTransferCompletePolicy.Enable
InternetGatewayDevice.ManagementServer.AutonomousTransferCompletePolicy.TransferTypeFilter
InternetGatewayDevice.ManagementServer.AutonomousTransferCompletePolicy.ResultTypeFilter
InternetGatewayDevice.ManagementServer.AutonomousTransferCompletePolicy.FileTypeFilter
InternetGatewayDevice.ManagementServer.DUStateChangeComplPolicy.Enable
InternetGatewayDevice.ManagementServer.DUStateChangeComplPolicy.OperationTypeFilter
InternetGatewayDevice.ManagementServer.DUStateChangeComplPolicy.ResultTypeFilter
InternetGatewayDevice.ManagementServer.DUStateChangeComplPolicy.FaultCodeFilter
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.ControllerID
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.ProxiedDeviceID
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.Reference
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.SupportedDataModel
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.Host
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.ProxyProtocol
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.ProxyProtocolReference
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.DiscoveryProtocol
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.DiscoveryProtocolReference
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.CommandProcessed
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.CommandProcessingErrMsg
InternetGatewayDevice.ManagementServer.EmbeddedDevice.{i}.LastSyncTime
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.ManufacturerOUI
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.ProductClass
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.SerialNumber
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.Host
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.ProxyProtocol
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.ProxyProtocolReference
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.DiscoveryProtocol
InternetGatewayDevice.ManagementServer.VirtualDevice.{i}.DiscoveryProtocolReference
InternetGatewayDevice.ManagementServer.StandbyPolicy.CRUnawarenessMaxDuration
InternetGatewayDevice.ManagementServer.StandbyPolicy.MaxMissedPeriodic
InternetGatewayDevice.ManagementServer.StandbyPolicy.NotifyMissedScheduled
InternetGatewayDevice.ManagementServer.StandbyPolicy.NetworkAwarenessCapable
InternetGatewayDevice.ManagementServer.StandbyPolicy.SelfTimerCapable
InternetGatewayDevice.ManagementServer.StandbyPolicy.CRAwarenessRequested
InternetGatewayDevice.ManagementServer.StandbyPolicy.PeriodicAwarenessRequested
InternetGatewayDevice.ManagementServer.StandbyPolicy.ScheduledAwarenessRequested
InternetGatewayDevice.ManagementServer.InformParameter.{i}.Enable
InternetGatewayDevice.ManagementServer.InformParameter.{i}.Alias
InternetGatewayDevice.ManagementServer.InformParameter.{i}.ParameterName
InternetGatewayDevice.ManagementServer.InformParameter.{i}.EventList
InternetGatewayDevice.Time.Enable
InternetGatewayDevice.Time.Status
InternetGatewayDevice.Time.NTPServer1
InternetGatewayDevice.Time.NTPServer2
InternetGatewayDevice.Time.NTPServer3
InternetGatewayDevice.Time.NTPServer4
InternetGatewayDevice.Time.NTPServer5
InternetGatewayDevice.Time.CurrentLocalTime
InternetGatewayDevice.Time.LocalTimeZone
InternetGatewayDevice.Time.LocalTimeZoneName
InternetGatewayDevice.Time.DaylightSavingsUsed
InternetGatewayDevice.Time.DaylightSavingsStart
InternetGatewayDevice.Time.DaylightSavingsEnd
InternetGatewayDevice.UserInterface.UserDatabaseSupported
InternetGatewayDevice.UserInterface.SharedPassword
InternetGatewayDevice.UserInterface.PasswordRequired
InternetGatewayDevice.UserInterface.PasswordUserSelectable
InternetGatewayDevice.UserInterface.UpgradeAvailable
InternetGatewayDevice.UserInterface.WarrantyDate
InternetGatewayDevice.UserInterface.ISPName
InternetGatewayDevice.UserInterface.ISPHelpDesk
InternetGatewayDevice.UserInterface.ISPHomePage
InternetGatewayDevice.UserInterface.ISPHelpPage
InternetGatewayDevice.UserInterface.ISPLogo
InternetGatewayDevice.UserInterface.ISPLogoSize
InternetGatewayDevice.UserInterface.ISPMailServer
InternetGatewayDevice.UserInterface.ISPNewsServer
InternetGatewayDevice.UserInterface.TextColor
InternetGatewayDevice.UserInterface.BackgroundColor
InternetGatewayDevice.UserInterface.ButtonColor
InternetGatewayDevice.UserInterface.ButtonTextColor
InternetGatewayDevice.UserInterface.AutoUpdateServer
InternetGatewayDevice.UserInterface.UserUpdateServer
InternetGatewayDevice.UserInterface.ExampleLogin
InternetGatewayDevice.UserInterface.ExamplePassword
InternetGatewayDevice.UserInterface.AvailableLanguages
InternetGatewayDevice.UserInterface.CurrentLanguage
InternetGatewayDevice.UserInterface.RemoteAccess.Enable
InternetGatewayDevice.UserInterface.RemoteAccess.Port
InternetGatewayDevice.UserInterface.RemoteAccess.SupportedProtocols
InternetGatewayDevice.UserInterface.RemoteAccess.Protocol
InternetGatewayDevice.UserInterface.LocalDisplay.Movable
InternetGatewayDevice.UserInterface.LocalDisplay.Resizable
InternetGatewayDevice.UserInterface.LocalDisplay.PosX
InternetGatewayDevice.UserInterface.LocalDisplay.PosY
InternetGatewayDevice.UserInterface.LocalDisplay.Width
InternetGatewayDevice.UserInterface.LocalDisplay.Height
InternetGatewayDevice.UserInterface.LocalDisplay.DisplayWidth
InternetGatewayDevice.UserInterface.LocalDisplay.DisplayHeight
InternetGatewayDevice.Layer3Forwarding.DefaultConnectionService
InternetGatewayDevice.Layer3Forwarding.ForwardNumberOfEntries
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.Enable
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.Status
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.Alias
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.StaticRoute
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.Type
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.DestIPAddress
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.DestSubnetMask
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.SourceIPAddress
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.SourceSubnetMask
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.ForwardingPolicy
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.GatewayIPAddress
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.Interface
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.ForwardingMetric
InternetGatewayDevice.Layer3Forwarding.Forwarding.{i}.MTU
InternetGatewayDevice.Layer2Bridging.MaxBridgeEntries
InternetGatewayDevice.Layer2Bridging.MaxDBridgeEntries
InternetGatewayDevice.Layer2Bridging.MaxQBridgeEntries
InternetGatewayDevice.Layer2Bridging.MaxVLANEntries
InternetGatewayDevice.Layer2Bridging.MaxFilterEntries
InternetGatewayDevice.Layer2Bridging.MaxMarkingEntries
InternetGatewayDevice.Layer2Bridging.BridgeNumberOfEntries
InternetGatewayDevice.Layer2Bridging.FilterNumberOfEntries
InternetGatewayDevice.Layer2Bridging.MarkingNumberOfEntries
InternetGatewayDevice.Layer2Bridging.AvailableInterfaceNumberOfEntries
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Alias
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.BridgeKey
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.BridgeStandard
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.BridgeEnable
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.BridgeStatus
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.BridgeName
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.VLANID
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.PortNumberOfEntries
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.VLANNumberOfEntries
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.PortEnable
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.Alias
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.PortInterface
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.PortState
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.PVID
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.AcceptableFrameTypes
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.Port.{i}.IngressFiltering
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.VLAN.{i}.VLANEnable
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.VLAN.{i}.Alias
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.VLAN.{i}.VLANName
InternetGatewayDevice.Layer2Bridging.Bridge.{i}.VLAN.{i}.VLANID
InternetGatewayDevice.Layer2Bridging.Filter.{i}.Alias
InternetGatewayDevice.Layer2Bridging.Filter.{i}.FilterKey
InternetGatewayDevice.Layer2Bridging.Filter.{i}.FilterEnable
InternetGatewayDevice.Layer2Bridging.Filter.{i}.FilterStatus
InternetGatewayDevice.Layer2Bridging.Filter.{i}.FilterBridgeReference
InternetGatewayDevice.Layer2Bridging.Filter.{i}.ExclusivityOrder
InternetGatewayDevice.Layer2Bridging.Filter.{i}.FilterInterface
InternetGatewayDevice.Layer2Bridging.Filter.{i}.VLANIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.AdmitOnlyVLANTagged
InternetGatewayDevice.Layer2Bridging.Filter.{i}.EthertypeFilterList
InternetGatewayDevice.Layer2Bridging.Filter.{i}.EthertypeFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACAddressFilterList
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACAddressFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACAddressFilterList
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACAddressFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromVendorClassIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromVendorClassIDFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromVendorClassIDMode
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromVendorClassIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromVendorClassIDFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromVendorClassIDMode
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromClientIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromClientIDFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromClientIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromClientIDFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromUserClassIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.SourceMACFromUserClassIDFilterExclude
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromUserClassIDFilter
InternetGatewayDevice.Layer2Bridging.Filter.{i}.DestMACFromUserClassIDFilterExclude
InternetGatewayDevice.Layer2Bridging.Marking.{i}.Alias
InternetGatewayDevice.Layer2Bridging.Marking.{i}.MarkingKey
InternetGatewayDevice.Layer2Bridging.Marking.{i}.MarkingEnable
InternetGatewayDevice.Layer2Bridging.Marking.{i}.MarkingStatus
InternetGatewayDevice.Layer2Bridging.Marking.{i}.MarkingBridgeReference
InternetGatewayDevice.Layer2Bridging.Marking.{i}.MarkingInterface
InternetGatewayDevice.Layer2Bridging.Marking.{i}.VLANIDUntag
InternetGatewayDevice.Layer2Bridging.Marking.{i}.VLANIDMark
InternetGatewayDevice.Layer2Bridging.Marking.{i}.VLANIDMarkOverride
InternetGatewayDevice.Layer2Bridging.Marking.{i}.EthernetPriorityMark
InternetGatewayDevice.Layer2Bridging.Marking.{i}.EthernetPriorityOverride
InternetGatewayDevice.Layer2Bridging.AvailableInterface.{i}.Alias
InternetGatewayDevice.Layer2Bridging.AvailableInterface.{i}.AvailableInterfaceKey
InternetGatewayDevice.Layer2Bridging.AvailableInterface.{i}.InterfaceType
InternetGatewayDevice.Layer2Bridging.AvailableInterface.{i}.InterfaceReference
InternetGatewayDevice.QueueManagement.Enable
InternetGatewayDevice.QueueManagement.MaxQueues
InternetGatewayDevice.QueueManagement.MaxClassificationEntries
InternetGatewayDevice.QueueManagement.ClassificationNumberOfEntries
InternetGatewayDevice.QueueManagement.MaxAppEntries
InternetGatewayDevice.QueueManagement.AppNumberOfEntries
InternetGatewayDevice.QueueManagement.MaxFlowEntries
InternetGatewayDevice.QueueManagement.FlowNumberOfEntries
InternetGatewayDevice.QueueManagement.MaxPolicerEntries
InternetGatewayDevice.QueueManagement.PolicerNumberOfEntries
InternetGatewayDevice.QueueManagement.MaxQueueEntries
InternetGatewayDevice.QueueManagement.QueueNumberOfEntries
InternetGatewayDevice.QueueManagement.QueueStatsNumberOfEntries
InternetGatewayDevice.QueueManagement.DefaultForwardingPolicy
InternetGatewayDevice.QueueManagement.DefaultTrafficClass
InternetGatewayDevice.QueueManagement.DefaultPolicer
InternetGatewayDevice.QueueManagement.DefaultQueue
InternetGatewayDevice.QueueManagement.DefaultDSCPMark
InternetGatewayDevice.QueueManagement.DefaultEthernetPriorityMark
InternetGatewayDevice.QueueManagement.AvailableAppList
InternetGatewayDevice.QueueManagement.Classification.{i}.ClassificationKey
InternetGatewayDevice.QueueManagement.Classification.{i}.ClassificationEnable
InternetGatewayDevice.QueueManagement.Classification.{i}.ClassificationStatus
InternetGatewayDevice.QueueManagement.Classification.{i}.Alias
InternetGatewayDevice.QueueManagement.Classification.{i}.ClassificationOrder
InternetGatewayDevice.QueueManagement.Classification.{i}.ClassInterface
InternetGatewayDevice.QueueManagement.Classification.{i}.DestIP
InternetGatewayDevice.QueueManagement.Classification.{i}.DestMask
InternetGatewayDevice.QueueManagement.Classification.{i}.DestIPExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceIP
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceMask
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceIPExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.Protocol
InternetGatewayDevice.QueueManagement.Classification.{i}.ProtocolExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DestPort
InternetGatewayDevice.QueueManagement.Classification.{i}.DestPortRangeMax
InternetGatewayDevice.QueueManagement.Classification.{i}.DestPortExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourcePort
InternetGatewayDevice.QueueManagement.Classification.{i}.SourcePortRangeMax
InternetGatewayDevice.QueueManagement.Classification.{i}.SourcePortExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceMACAddress
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceMACMask
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceMACExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DestMACAddress
InternetGatewayDevice.QueueManagement.Classification.{i}.DestMACMask
InternetGatewayDevice.QueueManagement.Classification.{i}.DestMACExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.Ethertype
InternetGatewayDevice.QueueManagement.Classification.{i}.EthertypeExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SSAP
InternetGatewayDevice.QueueManagement.Classification.{i}.SSAPExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DSAP
InternetGatewayDevice.QueueManagement.Classification.{i}.DSAPExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.LLCControl
InternetGatewayDevice.QueueManagement.Classification.{i}.LLCControlExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SNAPOUI
InternetGatewayDevice.QueueManagement.Classification.{i}.SNAPOUIExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorClassID
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorClassIDExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorClassIDMode
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorClassID
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorClassIDExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorClassIDMode
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceClientID
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceClientIDExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DestClientID
InternetGatewayDevice.QueueManagement.Classification.{i}.DestClientIDExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceUserClassID
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceUserClassIDExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DestUserClassID
InternetGatewayDevice.QueueManagement.Classification.{i}.DestUserClassIDExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorSpecificInfo
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorSpecificInfoExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorSpecificInfoEnterprise
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorSpecificInfoSubOption
InternetGatewayDevice.QueueManagement.Classification.{i}.SourceVendorSpecificInfoMode
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorSpecificInfo
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorSpecificInfoExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorSpecificInfoEnterprise
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorSpecificInfoSubOption
InternetGatewayDevice.QueueManagement.Classification.{i}.DestVendorSpecificInfoMode
InternetGatewayDevice.QueueManagement.Classification.{i}.TCPACK
InternetGatewayDevice.QueueManagement.Classification.{i}.TCPACKExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.IPLengthMin
InternetGatewayDevice.QueueManagement.Classification.{i}.IPLengthMax
InternetGatewayDevice.QueueManagement.Classification.{i}.IPLengthExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DSCPCheck
InternetGatewayDevice.QueueManagement.Classification.{i}.DSCPExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.DSCPMark
InternetGatewayDevice.QueueManagement.Classification.{i}.EthernetPriorityCheck
InternetGatewayDevice.QueueManagement.Classification.{i}.EthernetPriorityExclude
InternetGatewayDevice.QueueManagement.Classification.{i}.EthernetPriorityMark
